Participant,Condition,StimStep,StimLength,PrevStimStep,Response,RT,Trial24,Trial72,Resp
601,Noise,4,Short,4,0,1100,1,1,0
601,Noise,5,Short,4,1,738,2,2,1
601,Noise,2,Long,5,0,668,3,3,0
601,Noise,6,Short,2,1,554,4,4,1
601,Noise,5,Long,6,1,629,5,5,1
601,Noise,3,Short,5,1,1019,6,6,1
601,Noise,1,Long,3,0,638,7,7,0
601,Noise,3,Long,1,0,1066,8,8,0
601,Noise,1,Short,3,0,664,9,9,0
601,Noise,6,Long,1,1,645,10,10,1
601,Noise,4,Long,6,1,834,11,11,1
601,Noise,2,Short,4,0,613,12,12,0
601,Noise,4,Long,2,1,662,13,13,1
601,Noise,4,Short,4,0,739,14,14,0
601,Noise,1,Short,4,0,761,15,15,0
601,Noise,2,Short,1,0,714,16,16,0
601,Noise,3,Long,2,1,869,17,17,1
601,Noise,6,Long,3,1,1202,18,18,1
601,Noise,6,Short,6,1,763,19,19,1
601,Noise,5,Short,6,1,714,20,20,1
601,Noise,2,Long,5,0,737,21,21,0
601,Noise,1,Long,2,0,857,22,22,0
601,Noise,5,Long,1,1,730,23,23,1
601,Noise,3,Short,5,0,926,24,24,0
601,Music,4,Short,4,1,633,1,25,1
601,Music,3,Long,4,0,667,2,26,0
601,Music,2,Long,3,0,820,3,27,0
601,Music,2,Short,2,0,698,4,28,0
601,Music,6,Short,2,1,571,5,29,1
601,Music,3,Short,6,0,602,6,30,0
601,Music,1,Long,3,0,767,7,31,0
601,Music,5,Short,1,1,657,8,32,1
601,Music,4,Long,5,1,660,9,33,1
601,Music,1,Short,4,0,586,10,34,0
601,Music,6,Long,1,1,572,11,35,1
601,Music,5,Long,6,1,906,12,36,1
601,Music,3,Short,5,0,585,13,37,0
601,Music,1,Short,3,0,609,14,38,0
601,Music,4,Long,1,1,673,15,39,1
601,Music,5,Short,4,1,820,16,40,1
601,Music,6,Long,5,1,903,17,41,1
601,Music,2,Short,6,0,611,18,42,0
601,Music,3,Long,2,0,848,19,43,0
601,Music,5,Long,3,1,794,20,44,1
601,Music,2,Long,5,0,726,21,45,0
601,Music,6,Short,2,1,666,22,46,1
601,Music,4,Short,6,1,1150,23,47,1
601,Music,1,Long,4,0,533,24,48,0
601,Silence,4,Short,4,1,1048,1,49,1
601,Silence,6,Long,4,1,751,2,50,1
601,Silence,4,Long,6,1,718,3,51,1
601,Silence,2,Short,4,0,639,4,52,0
601,Silence,5,Short,2,1,820,5,53,1
601,Silence,3,Long,5,0,663,6,54,0
601,Silence,5,Long,3,1,721,7,55,1
601,Silence,6,Short,5,1,824,8,56,1
601,Silence,1,Short,6,0,686,9,57,0
601,Silence,2,Long,1,0,770,10,58,0
601,Silence,3,Short,2,0,709,11,59,0
601,Silence,1,Long,3,0,784,12,60,0
601,Silence,2,Long,1,0,799,13,61,0
601,Silence,6,Short,2,1,794,14,62,1
601,Silence,6,Long,6,1,812,15,63,1
601,Silence,2,Short,6,0,758,16,64,0
601,Silence,4,Long,2,1,682,17,65,1
601,Silence,4,Short,4,1,812,18,66,1
601,Silence,5,Long,4,1,798,19,67,1
601,Silence,3,Short,5,1,1175,20,68,1
601,Silence,1,Long,3,0,629,21,69,0
601,Silence,5,Short,1,1,826,22,70,1
601,Silence,1,Short,5,0,728,23,71,0
601,Silence,3,Long,1,1,785,24,72,1
602,Noise,4,Short,4,1,1011,1,1,1
602,Noise,1,Short,4,0,825,2,2,0
602,Noise,3,Long,1,1,852,3,3,1
602,Noise,5,Long,3,1,816,4,4,1
602,Noise,6,Long,5,1,775,5,5,1
602,Noise,5,Short,6,1,764,6,6,1
602,Noise,4,Long,5,1,1021,7,7,1
602,Noise,6,Short,4,1,1127,8,8,1
602,Noise,2,Long,6,0,840,9,9,0
602,Noise,3,Short,2,0,809,10,10,0
602,Noise,2,Short,3,0,712,11,11,0
602,Noise,1,Long,2,0,830,12,12,0
602,Noise,6,Short,1,1,894,13,13,1
602,Noise,6,Long,6,1,819,14,14,1
602,Noise,4,Long,6,0,1007,15,15,0
602,Noise,5,Long,4,1,800,16,16,1
602,Noise,3,Short,5,1,952,17,17,1
602,Noise,4,Short,3,0,1410,18,18,0
602,Noise,5,Short,4,1,1226,19,19,1
602,Noise,1,Short,5,0,1082,20,20,0
602,Noise,2,Long,1,0,998,21,21,0
602,Noise,1,Long,2,0,898,22,22,0
602,Noise,2,Short,1,0,809,23,23,0
602,Noise,3,Long,2,0,1193,24,24,0
602,Silence,4,Short,4,0,843,1,25,0
602,Silence,3,Long,4,0,885,2,26,0
602,Silence,4,Long,3,0,830,3,27,0
602,Silence,6,Short,4,1,763,4,28,1
602,Silence,6,Long,6,1,656,5,29,1
602,Silence,2,Short,6,0,831,6,30,0
602,Silence,1,Short,2,0,895,7,31,0
602,Silence,2,Long,1,0,823,8,32,0
602,Silence,1,Long,2,0,818,9,33,0
602,Silence,5,Short,1,1,908,10,34,1
602,Silence,5,Long,5,1,830,11,35,1
602,Silence,3,Short,5,0,781,12,36,0
602,Silence,4,Short,3,0,858,13,37,0
602,Silence,5,Long,4,1,957,14,38,1
602,Silence,1,Short,5,0,1075,15,39,0
602,Silence,6,Short,1,1,744,16,40,1
602,Silence,4,Long,6,0,851,17,41,0
602,Silence,1,Long,4,0,838,18,42,0
602,Silence,2,Short,1,0,827,19,43,0
602,Silence,6,Long,2,1,1082,20,44,1
602,Silence,3,Long,6,0,848,21,45,0
602,Silence,2,Long,3,0,776,22,46,0
602,Silence,3,Short,2,0,875,23,47,0
602,Silence,5,Short,3,1,850,24,48,1
602,Music,4,Short,4,0,772,1,49,0
602,Music,1,Short,4,0,700,2,50,0
602,Music,1,Long,1,0,706,3,51,0
602,Music,3,Short,1,0,694,4,52,0
602,Music,5,Long,3,1,677,5,53,1
602,Music,2,Short,5,0,734,6,54,0
602,Music,5,Short,2,1,760,7,55,1
602,Music,6,Long,5,1,1117,8,56,1
602,Music,4,Long,6,0,930,9,57,0
602,Music,2,Long,4,0,1004,10,58,0
602,Music,3,Long,2,0,758,11,59,0
602,Music,6,Short,3,1,683,12,60,1
602,Music,3,Short,6,0,663,13,61,0
602,Music,5,Short,3,1,1079,14,62,1
602,Music,6,Long,5,1,648,15,63,1
602,Music,3,Long,6,0,840,16,64,0
602,Music,4,Long,3,0,766,17,65,0
602,Music,1,Short,4,0,1025,18,66,0
602,Music,6,Short,1,1,609,19,67,1
602,Music,2,Long,6,0,863,20,68,0
602,Music,4,Short,2,0,801,21,69,0
602,Music,1,Long,4,0,669,22,70,0
602,Music,5,Long,1,1,715,23,71,1
602,Music,2,Short,5,0,746,24,72,0
603,Music,4,Short,4,0,1076,1,1,0
603,Music,3,Long,4,0,1172,2,2,0
603,Music,1,Long,3,1,860,3,3,1
603,Music,1,Short,1,0,1072,4,4,0
603,Music,4,Long,1,1,731,5,5,1
603,Music,5,Short,4,1,939,6,6,1
603,Music,6,Long,5,1,696,7,7,1
603,Music,5,Long,6,1,652,8,8,1
603,Music,6,Short,5,1,822,9,9,1
603,Music,2,Short,6,0,588,10,10,0
603,Music,2,Long,2,0,763,11,11,0
603,Music,3,Short,2,0,993,12,12,0
603,Music,1,Short,3,0,713,13,13,0
603,Music,2,Long,1,0,994,14,14,0
603,Music,5,Short,2,1,611,15,15,1
603,Music,4,Long,5,1,1255,16,16,1
603,Music,1,Long,4,0,734,17,17,0
603,Music,4,Short,1,1,1495,18,18,1
603,Music,6,Short,4,1,770,19,19,1
603,Music,3,Long,6,0,895,20,20,0
603,Music,6,Long,3,1,569,21,21,1
603,Music,2,Short,6,0,445,22,22,0
603,Music,5,Long,2,1,645,23,23,1
603,Music,3,Short,5,0,531,24,24,0
603,Noise,4,Short,4,1,1151,1,25,1
603,Noise,2,Short,4,0,810,2,26,0
603,Noise,2,Long,2,0,1049,3,27,0
603,Noise,6,Short,2,1,586,4,28,1
603,Noise,1,Short,6,0,670,5,29,0
603,Noise,4,Long,1,1,609,6,30,1
603,Noise,1,Long,4,0,713,7,31,0
603,Noise,5,Short,1,1,508,8,32,1
603,Noise,3,Short,5,0,873,9,33,0
603,Noise,6,Long,3,1,660,10,34,1
603,Noise,3,Long,6,0,868,11,35,0
603,Noise,5,Long,3,1,789,12,36,1
603,Noise,5,Long,5,1,893,13,37,1
603,Noise,2,Short,5,0,660,14,38,0
603,Noise,3,Long,2,0,806,15,39,0
603,Noise,4,Short,3,1,648,16,40,1
603,Noise,4,Long,4,1,1239,17,41,1
603,Noise,1,Long,4,0,874,18,42,0
603,Noise,2,Long,1,0,737,19,43,0
603,Noise,1,Short,2,0,707,20,44,0
603,Noise,6,Long,1,1,568,21,45,1
603,Noise,6,Short,6,1,889,22,46,1
603,Noise,5,Short,6,1,639,23,47,1
603,Noise,3,Short,5,0,733,24,48,0
603,Silence,4,Short,4,1,1646,1,49,1
603,Silence,1,Long,4,0,672,2,50,0
603,Silence,6,Short,1,1,530,3,51,1
603,Silence,3,Short,6,0,585,4,52,0
603,Silence,2,Long,3,0,779,5,53,0
603,Silence,5,Short,2,1,651,6,54,1
603,Silence,2,Short,5,0,574,7,55,0
603,Silence,5,Long,2,1,621,8,56,1
603,Silence,4,Long,5,1,814,9,57,1
603,Silence,1,Short,4,0,573,10,58,0
603,Silence,3,Long,1,0,1722,11,59,0
603,Silence,6,Long,3,1,590,12,60,1
603,Silence,2,Long,6,0,510,13,61,0
603,Silence,5,Short,2,1,534,14,62,1
603,Silence,4,Short,5,1,462,15,63,1
603,Silence,1,Long,4,0,560,16,64,0
603,Silence,6,Long,1,1,585,17,65,1
603,Silence,4,Long,6,1,1146,18,66,1
603,Silence,3,Long,4,0,801,19,67,0
603,Silence,3,Short,3,0,1281,20,68,0
603,Silence,5,Long,3,1,716,21,69,1
603,Silence,1,Short,5,0,743,22,70,0
603,Silence,2,Short,1,0,787,23,71,0
603,Silence,6,Short,2,1,513,24,72,1
604,Music,4,Short,4,0,645,1,1,0
604,Music,4,Long,4,0,424,2,2,0
604,Music,1,Long,4,0,648,3,3,0
604,Music,3,Short,1,1,1130,4,4,1
604,Music,5,Long,3,1,673,5,5,1
604,Music,1,Short,5,0,579,6,6,0
604,Music,3,Long,1,1,431,7,7,1
604,Music,6,Long,3,1,701,8,8,1
604,Music,5,Short,6,1,520,9,9,1
604,Music,6,Short,5,1,421,10,10,1
604,Music,2,Long,6,0,593,11,11,0
604,Music,2,Short,2,0,574,12,12,0
604,Music,4,Short,2,1,709,13,13,1
604,Music,6,Short,4,1,598,14,14,1
604,Music,2,Short,6,0,380,15,15,0
604,Music,4,Long,2,1,454,16,16,1
604,Music,3,Long,4,1,590,17,17,1
604,Music,6,Long,3,1,423,18,18,1
604,Music,1,Long,6,0,487,19,19,0
604,Music,2,Long,1,0,519,20,20,0
604,Music,5,Long,2,1,586,21,21,1
604,Music,3,Short,5,0,893,22,22,0
604,Music,5,Short,3,1,853,23,23,1
604,Music,1,Short,5,0,532,24,24,0
604,Silence,4,Short,4,1,907,1,25,1
604,Silence,3,Long,4,1,563,2,26,1
604,Silence,6,Long,3,1,577,3,27,1
604,Silence,1,Long,6,0,426,4,28,0
604,Silence,6,Short,1,1,434,5,29,1
604,Silence,5,Long,6,1,551,6,30,1
604,Silence,3,Short,5,0,827,7,31,0
604,Silence,5,Short,3,1,526,8,32,1
604,Silence,1,Short,5,0,402,9,33,0
604,Silence,2,Long,1,0,597,10,34,0
604,Silence,2,Short,2,0,633,11,35,0
604,Silence,4,Long,2,1,435,12,36,1
604,Silence,2,Long,4,0,397,13,37,0
604,Silence,5,Short,2,1,398,14,38,1
604,Silence,2,Short,5,0,388,15,39,0
604,Silence,6,Long,2,1,345,16,40,1
604,Silence,4,Short,6,1,431,17,41,1
604,Silence,1,Short,4,0,318,18,42,0
604,Silence,1,Long,1,0,552,19,43,0
604,Silence,6,Short,1,1,384,20,44,1
604,Silence,3,Long,6,0,383,21,45,0
604,Silence,5,Long,3,1,522,22,46,1
604,Silence,4,Long,5,0,591,23,47,0
604,Silence,3,Short,4,0,608,24,48,0
604,Noise,4,Short,4,1,870,1,49,1
604,Noise,2,Short,4,0,437,2,50,0
604,Noise,4,Long,2,1,491,3,51,1
604,Noise,1,Long,4,0,537,4,52,0
604,Noise,6,Long,1,1,441,5,53,1
604,Noise,3,Short,6,0,399,6,54,0
604,Noise,3,Long,3,0,779,7,55,0
604,Noise,6,Short,3,1,604,8,56,1
604,Noise,2,Long,6,0,748,9,57,0
604,Noise,5,Short,2,1,353,10,58,1
604,Noise,1,Short,5,0,569,11,59,0
604,Noise,5,Long,1,1,404,12,60,1
604,Noise,6,Short,5,1,533,13,61,1
604,Noise,4,Short,6,0,627,14,62,0
604,Noise,2,Long,4,0,552,15,63,0
604,Noise,1,Short,2,0,518,16,64,0
604,Noise,6,Long,1,1,555,17,65,1
604,Noise,3,Short,6,0,541,18,66,0
604,Noise,5,Short,3,1,461,19,67,1
604,Noise,4,Long,5,1,485,20,68,1
604,Noise,3,Long,4,0,396,21,69,0
604,Noise,2,Short,3,0,623,22,70,0
604,Noise,5,Long,2,1,511,23,71,1
604,Noise,1,Long,5,0,491,24,72,0
606,Silence,4,Short,4,0,949,1,1,0
606,Silence,3,Short,4,0,1253,2,2,0
606,Silence,6,Long,3,1,765,3,3,1
606,Silence,1,Long,6,0,735,4,4,0
606,Silence,5,Long,1,1,645,5,5,1
606,Silence,1,Short,5,0,826,6,6,0
606,Silence,5,Short,1,1,712,7,7,1
606,Silence,4,Long,5,0,1471,8,8,0
606,Silence,3,Long,4,0,776,9,9,0
606,Silence,2,Long,3,0,843,10,10,0
606,Silence,2,Short,2,0,896,11,11,0
606,Silence,6,Short,2,1,1259,12,12,1
606,Silence,5,Short,6,1,2266,13,13,1
606,Silence,6,Long,5,1,1120,14,14,1
606,Silence,6,Short,6,1,999,15,15,1
606,Silence,3,Short,6,0,939,16,16,0
606,Silence,2,Short,3,0,768,17,17,0
606,Silence,2,Long,2,0,1193,18,18,0
606,Silence,4,Short,2,0,1995,19,19,0
606,Silence,3,Long,4,0,1633,20,20,0
606,Silence,1,Long,3,0,1130,21,21,0
606,Silence,5,Long,1,1,1115,22,22,1
606,Silence,1,Short,5,0,725,23,23,0
606,Silence,4,Long,1,0,1216,24,24,0
606,Music,4,Short,4,0,1189,1,25,0
606,Music,2,Short,4,0,1509,2,26,0
606,Music,2,Long,2,0,656,3,27,0
606,Music,3,Long,2,1,2791,4,28,1
606,Music,6,Long,3,1,757,5,29,1
606,Music,1,Short,6,0,591,6,30,0
606,Music,6,Short,1,1,734,7,31,1
606,Music,4,Long,6,1,1264,8,32,1
606,Music,5,Short,4,1,568,9,33,1
606,Music,3,Short,5,1,853,10,34,1
606,Music,1,Long,3,0,796,11,35,0
606,Music,5,Long,1,1,1131,12,36,1
606,Music,3,Short,5,0,1821,13,37,0
606,Music,2,Long,3,0,736,14,38,0
606,Music,5,Short,2,1,986,15,39,1
606,Music,2,Short,5,0,761,16,40,0
606,Music,3,Long,2,0,2176,17,41,0
606,Music,4,Short,3,0,2601,18,42,0
606,Music,1,Short,4,0,775,19,43,0
606,Music,1,Long,1,0,669,20,44,0
606,Music,4,Long,1,1,883,21,45,1
606,Music,6,Short,4,1,1060,22,46,1
606,Music,6,Long,6,1,861,23,47,1
606,Music,5,Long,6,1,689,24,48,1
606,Noise,4,Short,4,0,1848,1,49,0
606,Noise,4,Long,4,1,1867,2,50,1
606,Noise,1,Long,4,0,1378,3,51,0
606,Noise,6,Short,1,1,606,4,52,1
606,Noise,3,Short,6,0,1159,5,53,0
606,Noise,5,Short,3,1,932,6,54,1
606,Noise,1,Short,5,0,1202,7,55,0
606,Noise,5,Long,1,1,1075,8,56,1
606,Noise,2,Short,5,0,1087,9,57,0
606,Noise,3,Long,2,1,1545,10,58,1
606,Noise,2,Long,3,0,1736,11,59,0
606,Noise,6,Long,2,1,1007,12,60,1
606,Noise,5,Long,6,1,1044,13,61,1
606,Noise,6,Long,5,1,1071,14,62,1
606,Noise,6,Short,6,1,1819,15,63,1
606,Noise,2,Long,6,0,765,16,64,0
606,Noise,4,Short,2,0,1612,17,65,0
606,Noise,3,Short,4,0,1715,18,66,0
606,Noise,2,Short,3,0,1256,19,67,0
606,Noise,1,Long,2,0,2120,20,68,0
606,Noise,4,Long,1,1,1227,21,69,1
606,Noise,5,Short,4,1,990,22,70,1
606,Noise,3,Long,5,0,2176,23,71,0
606,Noise,1,Short,3,0,1130,24,72,0
607,Noise,4,Short,4,1,810,1,1,1
607,Noise,1,Long,4,0,946,2,2,0
607,Noise,3,Long,1,1,1042,3,3,1
607,Noise,2,Long,3,0,1181,4,4,0
607,Noise,2,Short,2,1,2233,5,5,1
607,Noise,6,Short,2,1,1035,6,6,1
607,Noise,3,Short,6,0,788,7,7,0
607,Noise,5,Long,3,1,1011,8,8,1
607,Noise,4,Long,5,1,907,9,9,1
607,Noise,5,Short,4,1,721,10,10,1
607,Noise,1,Short,5,0,958,11,11,0
607,Noise,6,Long,1,1,1038,12,12,1
607,Noise,2,Long,6,0,904,13,13,0
607,Noise,4,Long,2,1,764,14,14,1
607,Noise,4,Short,4,0,2332,15,15,0
607,Noise,3,Short,4,0,1189,16,16,0
607,Noise,5,Short,3,1,1351,17,17,1
607,Noise,6,Short,5,1,917,18,18,1
607,Noise,1,Short,6,0,879,19,19,0
607,Noise,1,Long,1,0,1681,20,20,0
607,Noise,6,Long,1,1,669,21,21,1
607,Noise,5,Long,6,1,1049,22,22,1
607,Noise,3,Long,5,0,880,23,23,0
607,Noise,2,Short,3,0,774,24,24,0
607,Music,4,Short,4,0,1361,1,25,0
607,Music,4,Long,4,1,726,2,26,1
607,Music,5,Long,4,1,620,3,27,1
607,Music,2,Short,5,0,1091,4,28,0
607,Music,6,Short,2,1,868,5,29,1
607,Music,5,Short,6,1,726,6,30,1
607,Music,6,Long,5,1,655,7,31,1
607,Music,3,Long,6,0,1282,8,32,0
607,Music,2,Long,3,0,1238,9,33,0
607,Music,3,Short,2,0,1552,10,34,0
607,Music,1,Long,3,0,1525,11,35,0
607,Music,1,Short,1,0,826,12,36,0
607,Music,1,Long,1,0,1155,13,37,0
607,Music,5,Long,1,1,696,14,38,1
607,Music,6,Long,5,1,1633,15,39,1
607,Music,4,Long,6,0,2254,16,40,0
607,Music,1,Short,4,0,1123,17,41,0
607,Music,4,Short,1,1,828,18,42,1
607,Music,2,Long,4,0,638,19,43,0
607,Music,5,Short,2,1,1311,20,44,1
607,Music,3,Short,5,0,1284,21,45,0
607,Music,6,Short,3,1,1585,22,46,1
607,Music,3,Long,6,0,1577,23,47,0
607,Music,2,Short,3,0,1113,24,48,0
607,Silence,4,Short,4,1,3006,1,49,1
607,Silence,1,Short,4,0,690,2,50,0
607,Silence,5,Short,1,1,543,3,51,1
607,Silence,6,Short,5,1,518,4,52,1
607,Silence,1,Long,6,0,1826,5,53,0
607,Silence,4,Long,1,1,406,6,54,1
607,Silence,3,Long,4,0,1523,7,55,0
607,Silence,2,Long,3,0,773,8,56,0
607,Silence,2,Short,2,0,722,9,57,0
607,Silence,6,Long,2,1,756,10,58,1
607,Silence,5,Long,6,1,903,11,59,1
607,Silence,3,Short,5,0,708,12,60,0
607,Silence,1,Long,3,0,2252,13,61,0
607,Silence,3,Long,1,0,2267,14,62,0
607,Silence,4,Short,3,0,2721,15,63,0
607,Silence,5,Long,4,1,716,16,64,1
607,Silence,1,Short,5,0,990,17,65,0
607,Silence,6,Short,1,1,653,18,66,1
607,Silence,5,Short,6,1,2136,19,67,1
607,Silence,6,Long,5,1,777,20,68,1
607,Silence,4,Long,6,0,2268,21,69,0
607,Silence,3,Short,4,0,977,22,70,0
607,Silence,2,Short,3,0,1199,23,71,0
607,Silence,2,Long,2,0,1122,24,72,0
608,Noise,4,Short,4,0,1191,1,1,0
608,Noise,6,Long,4,1,816,2,2,1
608,Noise,1,Long,6,0,910,3,3,0
608,Noise,6,Short,1,1,1276,4,4,1
608,Noise,5,Short,6,1,1633,5,5,1
608,Noise,3,Long,5,0,744,6,6,0
608,Noise,2,Long,3,0,819,7,7,0
608,Noise,4,Long,2,0,1291,8,8,0
608,Noise,1,Short,4,0,638,9,9,0
608,Noise,2,Short,1,0,606,10,10,0
608,Noise,5,Long,2,1,632,11,11,1
608,Noise,3,Short,5,0,1199,12,12,0
608,Noise,4,Short,3,0,780,13,13,0
608,Noise,6,Long,4,1,614,14,14,1
608,Noise,1,Long,6,0,716,15,15,0
608,Noise,5,Short,1,1,1775,16,16,1
608,Noise,4,Long,5,0,2197,17,17,0
608,Noise,3,Long,4,0,807,18,18,0
608,Noise,3,Short,3,0,1847,19,19,0
608,Noise,6,Short,3,1,534,20,20,1
608,Noise,5,Long,6,1,1018,21,21,1
608,Noise,2,Long,5,0,683,22,22,0
608,Noise,2,Short,2,0,679,23,23,0
608,Noise,1,Short,2,0,796,24,24,0
608,Silence,4,Short,4,0,1772,1,25,0
608,Silence,4,Long,4,1,921,2,26,1
608,Silence,2,Long,4,0,634,3,27,0
608,Silence,3,Short,2,0,1915,4,28,0
608,Silence,2,Short,3,0,540,5,29,0
608,Silence,6,Long,2,1,467,6,30,1
608,Silence,5,Short,6,1,1564,7,31,1
608,Silence,1,Short,5,0,528,8,32,0
608,Silence,1,Long,1,0,540,9,33,0
608,Silence,5,Long,1,1,577,10,34,1
608,Silence,3,Long,5,0,1000,11,35,0
608,Silence,6,Short,3,1,484,12,36,1
608,Silence,3,Short,6,0,737,13,37,0
608,Silence,5,Long,3,1,547,14,38,1
608,Silence,6,Short,5,1,510,15,39,1
608,Silence,5,Short,6,0,1931,16,40,0
608,Silence,4,Short,5,0,662,17,41,0
608,Silence,2,Long,4,0,672,18,42,0
608,Silence,2,Short,2,0,456,19,43,0
608,Silence,4,Long,2,1,677,20,44,1
608,Silence,6,Long,4,0,520,21,45,0
608,Silence,1,Long,6,0,650,22,46,0
608,Silence,3,Long,1,0,1477,23,47,0
608,Silence,1,Short,3,0,596,24,48,0
608,Music,4,Short,4,0,1357,1,49,0
608,Music,1,Short,4,0,640,2,50,0
608,Music,3,Long,1,0,643,3,51,0
608,Music,5,Long,3,1,459,4,52,1
608,Music,2,Long,5,0,618,5,53,0
608,Music,6,Short,2,1,496,6,54,1
608,Music,3,Short,6,0,775,7,55,0
608,Music,1,Long,3,0,582,8,56,0
608,Music,2,Short,1,0,583,9,57,0
608,Music,4,Long,2,1,1710,10,58,1
608,Music,5,Short,4,1,552,11,59,1
608,Music,6,Long,5,1,586,12,60,1
608,Music,3,Long,6,0,669,13,61,0
608,Music,6,Long,3,1,479,14,62,1
608,Music,5,Short,6,1,1424,15,63,1
608,Music,1,Short,5,0,477,16,64,0
608,Music,6,Short,1,1,495,17,65,1
608,Music,2,Long,6,0,646,18,66,0
608,Music,5,Long,2,1,424,19,67,1
608,Music,2,Short,5,0,605,20,68,0
608,Music,4,Short,2,1,1405,21,69,1
608,Music,4,Long,4,1,1016,22,70,1
608,Music,3,Short,4,0,740,23,71,0
608,Music,1,Long,3,0,532,24,72,0
609,Music,4,Short,4,0,1304,1,1,0
609,Music,6,Long,4,1,775,2,2,1
609,Music,4,Long,6,0,1158,3,3,0
609,Music,5,Long,4,1,752,4,4,1
609,Music,1,Long,5,0,824,5,5,0
609,Music,5,Short,1,1,664,6,6,1
609,Music,3,Long,5,0,950,7,7,0
609,Music,6,Short,3,1,685,8,8,1
609,Music,2,Long,6,0,709,9,9,0
609,Music,1,Short,2,0,774,10,10,0
609,Music,3,Short,1,0,807,11,11,0
