Participant,Condition,StimStep,StimLength,PrevStimStep,Response,RT,Trial24,Trial72,Resp
623,Noise,6,Long,4,1,800,17,41,1
623,Noise,6,Short,6,1,771,18,42,1
623,Noise,5,Long,6,1,734,19,43,1
623,Noise,1,Long,5,0,959,20,44,0
623,Noise,2,Short,1,0,733,21,45,0
623,Noise,3,Short,2,0,968,22,46,0
623,Noise,1,Short,3,0,802,23,47,0
623,Noise,4,Short,1,1,984,24,48,1
623,Music,4,Short,4,0,791,1,49,0
623,Music,5,Short,4,1,643,2,50,1
623,Music,5,Long,5,1,803,3,51,1
623,Music,3,Short,5,0,599,4,52,0
623,Music,6,Short,3,1,516,5,53,1
623,Music,6,Long,6,1,747,6,54,1
623,Music,1,Long,6,0,849,7,55,0
623,Music,3,Long,1,0,1088,8,56,0
623,Music,4,Long,3,1,2839,9,57,1
623,Music,1,Short,4,0,785,10,58,0
623,Music,2,Short,1,0,712,11,59,0
623,Music,2,Long,2,0,1245,12,60,0
623,Music,2,Long,2,0,744,13,61,0
623,Music,4,Long,2,1,830,14,62,1
623,Music,5,Long,4,1,789,15,63,1
623,Music,3,Short,5,0,712,16,64,0
623,Music,4,Short,3,0,1673,17,65,0
623,Music,6,Long,4,1,646,18,66,1
623,Music,1,Short,6,0,638,19,67,0
623,Music,2,Short,1,0,654,20,68,0
623,Music,3,Long,2,0,804,21,69,0
623,Music,1,Long,3,0,718,22,70,0
623,Music,5,Short,1,1,583,23,71,1
623,Music,6,Short,5,1,634,24,72,1
624,Silence,4,Short,4,1,679,1,1,1
624,Silence,6,Long,4,1,690,2,2,1
624,Silence,3,Short,6,1,895,3,3,1
624,Silence,5,Short,3,1,786,4,4,1
624,Silence,6,Short,5,1,612,5,5,1
624,Silence,1,Short,6,0,572,6,6,0
624,Silence,2,Short,1,0,613,7,7,0
624,Silence,3,Long,2,1,846,8,8,1
624,Silence,4,Long,3,1,793,9,9,1
624,Silence,2,Long,4,0,490,10,10,0
624,Silence,5,Long,2,1,645,11,11,1
624,Silence,1,Long,5,0,589,12,12,0
624,Silence,6,Long,1,1,568,13,13,1
624,Silence,5,Short,6,1,819,14,14,1
624,Silence,1,Long,5,0,590,15,15,0
624,Silence,1,Short,1,0,573,16,16,0
624,Silence,4,Long,1,1,725,17,17,1
624,Silence,3,Long,4,1,797,18,18,1
624,Silence,2,Short,3,0,575,19,19,0
624,Silence,6,Short,2,1,547,20,20,1
624,Silence,4,Short,6,1,670,21,21,1
624,Silence,2,Long,4,0,434,22,22,0
624,Silence,3,Short,2,0,925,23,23,0
624,Silence,5,Long,3,1,604,24,24,1
624,Music,4,Short,4,1,1277,1,25,1
624,Music,5,Short,4,1,660,2,26,1
624,Music,3,Short,5,0,596,3,27,0
624,Music,6,Short,3,1,497,4,28,1
624,Music,4,Long,6,1,582,5,29,1
624,Music,2,Long,4,0,549,6,30,0
624,Music,2,Short,2,0,562,7,31,0
624,Music,1,Short,2,0,610,8,32,0
624,Music,1,Long,1,0,562,9,33,0
624,Music,3,Long,1,1,533,10,34,1
624,Music,6,Long,3,1,747,11,35,1
624,Music,5,Long,6,1,555,12,36,1
624,Music,1,Short,5,0,547,13,37,0
624,Music,5,Long,1,1,587,14,38,1
624,Music,1,Long,5,0,556,15,39,0
624,Music,6,Long,1,1,437,16,40,1
624,Music,3,Long,6,1,915,17,41,1
624,Music,4,Long,3,1,587,18,42,1
624,Music,3,Short,4,1,797,19,43,1
624,Music,6,Short,3,1,650,20,44,1
624,Music,2,Short,6,0,599,21,45,0
624,Music,4,Short,2,1,625,22,46,1
624,Music,2,Long,4,0,521,23,47,0
624,Music,5,Short,2,1,722,24,48,1
624,Noise,4,Short,4,1,1352,1,49,1
624,Noise,3,Long,4,1,650,2,50,1
624,Noise,6,Short,3,1,659,3,51,1
624,Noise,2,Long,6,0,621,4,52,0
624,Noise,3,Short,2,0,1228,5,53,0
624,Noise,5,Short,3,1,544,6,54,1
624,Noise,2,Short,5,0,549,7,55,0
624,Noise,6,Long,2,1,637,8,56,1
624,Noise,4,Long,6,1,942,9,57,1
624,Noise,1,Long,4,0,659,10,58,0
624,Noise,1,Short,1,0,765,11,59,0
624,Noise,5,Long,1,1,585,12,60,1
624,Noise,4,Short,5,1,1136,13,61,1
624,Noise,6,Short,4,1,759,14,62,1
624,Noise,2,Long,6,0,640,15,63,0
624,Noise,6,Long,2,1,713,16,64,1
624,Noise,1,Short,6,0,695,17,65,0
624,Noise,4,Long,1,1,764,18,66,1
624,Noise,5,Short,4,1,750,19,67,1
624,Noise,5,Long,5,1,675,20,68,1
624,Noise,2,Short,5,0,666,21,69,0
624,Noise,3,Short,2,0,1232,22,70,0
624,Noise,1,Long,3,0,766,23,71,0
624,Noise,3,Long,1,1,1470,24,72,1
625,Noise,4,Short,4,1,973,1,1,1
625,Noise,5,Long,4,1,846,2,2,1
625,Noise,1,Short,5,0,778,3,3,0
625,Noise,2,Long,1,0,852,4,4,0
625,Noise,4,Long,2,1,961,5,5,1
625,Noise,3,Long,4,0,2157,6,6,0
625,Noise,6,Long,3,1,779,7,7,1
625,Noise,3,Short,6,0,862,8,8,0
625,Noise,1,Long,3,0,895,9,9,0
625,Noise,6,Short,1,1,683,10,10,1
625,Noise,2,Short,6,0,766,11,11,0
625,Noise,5,Short,2,1,944,12,12,1
625,Noise,6,Long,5,1,1109,13,13,1
625,Noise,4,Short,6,0,782,14,14,0
625,Noise,2,Short,4,0,900,15,15,0
625,Noise,3,Long,2,0,2138,16,16,0
625,Noise,6,Short,3,1,629,17,17,1
625,Noise,5,Short,6,1,1064,18,18,1
625,Noise,5,Long,5,1,809,19,19,1
625,Noise,4,Long,5,0,1753,20,20,0
625,Noise,1,Short,4,0,924,21,21,0
625,Noise,1,Long,1,0,761,22,22,0
625,Noise,2,Long,1,0,800,23,23,0
625,Noise,3,Short,2,0,967,24,24,0
625,Music,4,Short,4,0,915,1,25,0
625,Music,1,Short,4,0,750,2,26,0
625,Music,6,Short,1,1,684,3,27,1
625,Music,5,Long,6,1,1397,4,28,1
625,Music,2,Long,5,0,724,5,29,0
625,Music,3,Short,2,0,697,6,30,0
625,Music,5,Short,3,1,655,7,31,1
625,Music,6,Long,5,1,729,8,32,1
625,Music,2,Short,6,0,710,9,33,0
625,Music,3,Long,2,0,725,10,34,0
625,Music,4,Long,3,1,1517,11,35,1
625,Music,1,Long,4,0,598,12,36,0
625,Music,5,Short,1,1,688,13,37,1
625,Music,6,Long,5,1,657,14,38,1
625,Music,3,Long,6,0,2141,15,39,0
625,Music,1,Short,3,0,765,16,40,0
625,Music,4,Long,1,0,1467,17,41,0
625,Music,5,Long,4,1,782,18,42,1
625,Music,1,Long,5,0,660,19,43,0
625,Music,2,Long,1,0,599,20,44,0
625,Music,3,Short,2,0,1458,21,45,0
625,Music,6,Short,3,1,650,22,46,1
625,Music,4,Short,6,0,1060,23,47,0
625,Music,2,Short,4,0,625,24,48,0
625,Silence,4,Short,4,0,1604,1,49,0
625,Silence,2,Long,4,0,1008,2,50,0
625,Silence,3,Short,2,1,946,3,51,1
625,Silence,4,Long,3,1,756,4,52,1
625,Silence,3,Long,4,0,1035,5,53,0
625,Silence,5,Long,3,1,782,6,54,1
625,Silence,1,Long,5,0,637,7,55,0
625,Silence,1,Short,1,0,741,8,56,0
625,Silence,5,Short,1,1,748,9,57,1
625,Silence,6,Short,5,1,832,10,58,1
625,Silence,6,Long,6,1,889,11,59,1
625,Silence,2,Short,6,0,748,12,60,0
625,Silence,1,Long,2,0,754,13,61,0
625,Silence,1,Short,1,0,542,14,62,0
625,Silence,4,Long,1,1,801,15,63,1
625,Silence,6,Long,4,1,963,16,64,1
625,Silence,3,Short,6,0,894,17,65,0
625,Silence,4,Short,3,1,906,18,66,1
625,Silence,2,Short,4,0,697,19,67,0
625,Silence,2,Long,2,0,800,20,68,0
625,Silence,3,Long,2,1,1901,21,69,1
625,Silence,5,Long,3,1,714,22,70,1
625,Silence,6,Short,5,1,720,23,71,1
625,Silence,5,Short,6,1,734,24,72,1
626,Noise,4,Short,4,1,828,1,1,1
626,Noise,2,Long,4,0,796,2,2,0
626,Noise,5,Short,2,1,784,3,3,1
626,Noise,5,Long,5,1,802,4,4,1
626,Noise,4,Long,5,1,692,5,5,1
626,Noise,6,Short,4,1,751,6,6,1
626,Noise,6,Long,6,1,724,7,7,1
626,Noise,1,Long,6,0,686,8,8,0
626,Noise,3,Short,1,0,770,9,9,0
626,Noise,2,Short,3,0,781,10,10,0
626,Noise,3,Long,2,0,953,11,11,0
626,Noise,1,Short,3,0,862,12,12,0
626,Noise,2,Long,1,0,875,13,13,0
626,Noise,5,Long,2,1,778,14,14,1
626,Noise,1,Short,5,0,973,15,15,0
626,Noise,4,Long,1,1,988,16,16,1
626,Noise,3,Short,4,0,1219,17,17,0
626,Noise,6,Long,3,1,771,18,18,1
626,Noise,5,Short,6,1,869,19,19,1
626,Noise,2,Short,5,0,669,20,20,0
626,Noise,4,Short,2,0,1436,21,21,0
626,Noise,3,Long,4,0,1068,22,22,0
626,Noise,6,Short,3,1,703,23,23,1
626,Noise,1,Long,6,0,1018,24,24,0
626,Silence,4,Short,4,1,1271,1,25,1
626,Silence,3,Short,4,0,1233,2,26,0
626,Silence,1,Short,3,0,799,3,27,0
626,Silence,6,Short,1,1,669,4,28,1
626,Silence,2,Long,6,0,901,5,29,0
626,Silence,1,Long,2,0,826,6,30,0
626,Silence,5,Short,1,1,533,7,31,1
626,Silence,4,Long,5,1,996,8,32,1
626,Silence,2,Short,4,0,667,9,33,0
626,Silence,6,Long,2,1,623,10,34,1
626,Silence,5,Long,6,1,643,11,35,1
626,Silence,3,Long,5,0,808,12,36,0
626,Silence,3,Short,3,0,960,13,37,0
626,Silence,2,Short,3,0,1002,14,38,0
626,Silence,6,Short,2,1,865,15,39,1
626,Silence,1,Short,6,0,734,16,40,0
626,Silence,3,Long,1,0,977,17,41,0
626,Silence,4,Short,3,1,723,18,42,1
626,Silence,2,Long,4,0,745,19,43,0
626,Silence,4,Long,2,1,839,20,44,1
626,Silence,5,Short,4,1,666,21,45,1
626,Silence,6,Long,5,1,626,22,46,1
626,Silence,1,Long,6,0,732,23,47,0
626,Silence,5,Long,1,1,643,24,48,1
626,Music,4,Short,4,0,983,1,49,0
626,Music,3,Long,4,0,721,2,50,0
626,Music,1,Short,3,0,687,3,51,0
626,Music,6,Short,1,1,627,4,52,1
626,Music,5,Long,6,1,602,5,53,1
626,Music,2,Short,5,0,657,6,54,0
626,Music,3,Short,2,0,593,7,55,0
626,Music,1,Long,3,0,662,8,56,0
626,Music,2,Long,1,0,862,9,57,0
626,Music,5,Short,2,1,716,10,58,1
626,Music,4,Long,5,1,784,11,59,1
626,Music,6,Long,4,1,622,12,60,1
626,Music,3,Short,6,0,412,13,61,0
626,Music,2,Long,3,0,730,14,62,0
626,Music,5,Long,2,1,563,15,63,1
626,Music,6,Long,5,1,646,16,64,1
626,Music,5,Short,6,1,532,17,65,1
626,Music,4,Short,5,0,643,18,66,0
626,Music,4,Long,4,0,669,19,67,0
626,Music,3,Long,4,0,540,20,68,0
626,Music,6,Short,3,1,728,21,69,1
626,Music,1,Long,6,0,719,22,70,0
626,Music,2,Short,1,0,612,23,71,0
626,Music,1,Short,2,0,622,24,72,0
627,Music,4,Short,4,1,689,1,1,1
627,Music,6,Short,4,1,606,2,2,1
627,Music,4,Long,6,0,660,3,3,0
627,Music,5,Long,4,0,579,4,4,0
627,Music,3,Long,5,1,565,5,5,1
627,Music,1,Short,3,0,709,6,6,0
627,Music,2,Short,1,0,558,7,7,0
627,Music,5,Short,2,1,565,8,8,1
627,Music,1,Long,5,0,573,9,9,0
627,Music,2,Long,1,0,536,10,10,0
627,Music,6,Long,2,1,428,11,11,1
627,Music,3,Short,6,0,518,12,12,0
627,Music,2,Long,3,0,678,13,13,0
627,Music,3,Short,2,0,483,14,14,0
627,Music,5,Long,3,1,569,15,15,1
627,Music,4,Short,5,1,629,16,16,1
627,Music,6,Short,4,1,664,17,17,1
627,Music,2,Short,6,0,526,18,18,0
627,Music,4,Long,2,1,413,19,19,1
627,Music,3,Long,4,0,462,20,20,0
627,Music,6,Long,3,1,776,21,21,1
627,Music,5,Short,6,1,475,22,22,1
627,Music,1,Long,5,0,482,23,23,0
627,Music,1,Short,1,0,553,24,24,0
627,Noise,4,Short,4,1,503,1,25,1
627,Noise,3,Short,4,1,578,2,26,1
627,Noise,2,Long,3,0,534,3,27,0
627,Noise,2,Short,2,0,462,4,28,0
627,Noise,1,Long,2,0,583,5,29,0
627,Noise,5,Short,1,1,424,6,30,1
627,Noise,6,Long,5,1,483,7,31,1
627,Noise,3,Long,6,0,747,8,32,0
627,Noise,5,Long,3,1,427,9,33,1
627,Noise,4,Long,5,0,952,10,34,0
627,Noise,1,Short,4,0,569,11,35,0
627,Noise,6,Short,1,1,405,12,36,1
627,Noise,4,Short,6,0,839,13,37,0
627,Noise,5,Long,4,1,388,14,38,1
627,Noise,5,Short,5,1,434,15,39,1
627,Noise,6,Long,5,1,482,16,40,1
627,Noise,1,Short,6,0,585,17,41,0
627,Noise,6,Short,1,1,398,18,42,1
627,Noise,3,Short,6,0,604,19,43,0
627,Noise,2,Long,3,0,756,20,44,0
627,Noise,3,Long,2,0,587,21,45,0
627,Noise,4,Long,3,1,444,22,46,1
627,Noise,2,Short,4,0,424,23,47,0
627,Noise,1,Long,2,0,693,24,48,0
627,Silence,4,Short,4,1,837,1,49,1
627,Silence,4,Long,4,1,474,2,50,1
627,Silence,2,Long,4,0,582,3,51,0
627,Silence,1,Long,2,0,629,4,52,0
627,Silence,5,Short,1,1,560,5,53,1
627,Silence,6,Short,5,1,664,6,54,1
627,Silence,5,Long,6,1,505,7,55,1
627,Silence,2,Short,5,0,657,8,56,0
627,Silence,6,Long,2,1,716,9,57,1
627,Silence,3,Short,6,0,565,10,58,0
627,Silence,3,Long,3,0,680,11,59,0
627,Silence,1,Short,3,0,913,12,60,0
627,Silence,6,Short,1,1,419,13,61,1
627,Silence,5,Long,6,0,557,14,62,0
627,Silence,2,Long,5,0,759,15,63,0
627,Silence,2,Short,2,0,628,16,64,0
627,Silence,4,Long,2,0,1595,17,65,0
627,Silence,1,Long,4,0,720,18,66,0
627,Silence,5,Short,1,1,539,19,67,1
627,Silence,6,Long,5,1,671,20,68,1
627,Silence,1,Short,6,0,619,21,69,0
627,Silence,3,Short,1,0,606,22,70,0
627,Silence,3,Long,3,0,472,23,71,0
627,Silence,4,Short,3,1,408,24,72,1
628,Music,4,Short,4,1,713,1,1,1
628,Music,2,Short,4,0,779,2,2,0
628,Music,5,Long,2,1,637,3,3,1
628,Music,1,Short,5,0,697,4,4,0
628,Music,3,Short,1,1,615,5,5,1
628,Music,1,Long,3,0,427,6,6,0
628,Music,5,Short,1,1,621,7,7,1
628,Music,4,Long,5,1,768,8,8,1
628,Music,3,Long,4,1,422,9,9,1
628,Music,6,Long,3,1,533,10,10,1
628,Music,6,Short,6,1,548,11,11,1
628,Music,2,Long,6,0,323,12,12,0
628,Music,1,Short,2,0,524,13,13,0
628,Music,2,Short,1,0,564,14,14,0
628,Music,3,Long,2,0,497,15,15,0
628,Music,6,Short,3,1,50,16,16,1
628,Music,6,Long,6,1,458,17,17,1
628,Music,1,Long,6,0,523,18,18,0
628,Music,3,Short,1,0,560,19,19,0
628,Music,4,Long,3,0,518,20,20,0
628,Music,5,Long,4,1,361,21,21,1
628,Music,5,Short,5,1,385,22,22,1
628,Music,2,Long,5,0,349,23,23,0
628,Music,4,Short,2,0,695,24,24,0
628,Silence,4,Short,4,1,748,1,25,1
628,Silence,1,Short,4,0,475,2,26,0
628,Silence,1,Long,1,0,495,3,27,0
628,Silence,2,Short,1,0,549,4,28,0
628,Silence,6,Short,2,1,396,5,29,1
628,Silence,4,Long,6,1,391,6,30,1
628,Silence,2,Long,4,0,363,7,31,0
628,Silence,6,Long,2,1,451,8,32,1
628,Silence,3,Short,6,0,361,9,33,0
628,Silence,5,Long,3,1,676,10,34,1
628,Silence,3,Long,5,0,587,11,35,0
628,Silence,5,Short,3,1,433,12,36,1
628,Silence,3,Long,5,0,668,13,37,0
628,Silence,5,Long,3,1,731,14,38,1
628,Silence,6,Short,5,1,557,15,39,1
628,Silence,1,Long,6,0,401,16,40,0
628,Silence,5,Short,1,1,412,17,41,1
628,Silence,3,Short,5,0,363,18,42,0
628,Silence,1,Short,3,0,822,19,43,0
628,Silence,2,Long,1,1,887,20,44,1
628,Silence,2,Short,2,0,724,21,45,0
628,Silence,4,Long,2,1,613,22,46,1
628,Silence,4,Short,4,0,521,23,47,0
628,Silence,6,Long,4,1,642,24,48,1
628,Noise,4,Short,4,0,823,1,49,0
628,Noise,1,Long,4,0,718,2,50,0
628,Noise,5,Short,1,1,648,3,51,1
628,Noise,6,Long,5,1,527,4,52,1
628,Noise,2,Long,6,0,636,5,53,0
628,Noise,4,Long,2,0,706,6,54,0
628,Noise,6,Short,4,1,521,7,55,1
628,Noise,2,Short,6,0,535,8,56,0
628,Noise,1,Short,2,0,665,9,57,0
628,Noise,3,Long,1,0,805,10,58,0
628,Noise,5,Long,3,1,566,11,59,1
628,Noise,3,Short,5,0,739,12,60,0
628,Noise,6,Short,3,1,587,13,61,1
628,Noise,4,Short,6,0,589,14,62,0
628,Noise,2,Short,4,0,823,15,63,0
628,Noise,2,Long,2,1,553,16,64,1
628,Noise,5,Long,2,1,688,17,65,1
628,Noise,3,Long,5,0,308,18,66,0
628,Noise,1,Long,3,0,928,19,67,0
628,Noise,5,Short,1,1,775,20,68,1
628,Noise,3,Short,5,0,652,21,69,0
628,Noise,1,Short,3,0,761,22,70,0
628,Noise,6,Long,1,1,595,23,71,1
628,Noise,4,Long,6,0,709,24,72,0
629,Silence,4,Short,4,1,1304,1,1,1
629,Silence,2,Long,4,0,671,2,2,0
629,Silence,3,Short,2,1,726,3,3,1
629,Silence,4,Long,3,1,870,4,4,1
629,Silence,6,Short,4,1,2161,5,5,1
629,Silence,5,Long,6,1,962,6,6,1
629,Silence,1,Short,5,0,765,7,7,0
629,Silence,6,Long,1,1,822,8,8,1
629,Silence,1,Long,6,0,774,9,9,0
629,Silence,3,Long,1,0,1186,10,10,0
629,Silence,5,Short,3,1,604,11,11,1
629,Silence,2,Short,5,0,1699,12,12,0
629,Silence,4,Short,2,1,1704,13,13,1
629,Silence,3,Long,4,1,2790,14,14,1
629,Silence,6,Long,3,1,1309,15,15,1
629,Silence,1,Short,6,0,679,16,16,0
629,Silence,1,Long,1,0,866,17,17,0
629,Silence,6,Short,1,1,758,18,18,1
629,Silence,4,Long,6,1,1927,19,19,1
629,Silence,3,Short,4,0,1631,20,20,0
629,Silence,2,Short,3,0,1088,21,21,0
629,Silence,5,Long,2,1,911,22,22,1
629,Silence,5,Short,5,1,985,23,23,1
629,Silence,2,Long,5,0,691,24,24,0
629,Noise,4,Short,4,1,1180,1,25,1
629,Noise,1,Short,4,0,606,2,26,0
629,Noise,5,Long,1,1,579,3,27,1
629,Noise,4,Long,5,1,947,4,28,1
629,Noise,2,Long,4,0,621,5,29,0
629,Noise,1,Long,2,0,632,6,30,0
629,Noise,6,Short,1,1,505,7,31,1
629,Noise,2,Short,6,0,519,8,32,0
629,Noise,5,Short,2,1,551,9,33,1
629,Noise,3,Short,5,0,869,10,34,0
629,Noise,3,Long,3,1,1668,11,35,1
629,Noise,6,Long,3,1,664,12,36,1
629,Noise,4,Long,6,1,2252,13,37,1
629,Noise,1,Long,4,0,653,14,38,0
629,Noise,3,Short,1,0,690,15,39,0
629,Noise,5,Long,3,1,1317,16,40,1
629,Noise,6,Short,5,1,838,17,41,1
629,Noise,4,Short,6,0,838,18,42,0
629,Noise,2,Short,4,0,1895,19,43,0
629,Noise,1,Short,2,0,773,20,44,0
629,Noise,5,Short,1,1,664,21,45,1
629,Noise,3,Long,5,0,1593,22,46,0
629,Noise,2,Long,3,0,782,23,47,0
629,Noise,6,Long,2,1,970,24,48,1
629,Music,4,Short,4,0,1018,1,49,0
629,Music,3,Long,4,0,1256,2,50,0
629,Music,6,Long,3,1,578,3,51,1
629,Music,1,Long,6,0,683,4,52,0
629,Music,1,Short,1,0,627,5,53,0
629,Music,5,Short,1,1,1282,6,54,1
629,Music,6,Short,5,1,740,7,55,1
629,Music,2,Short,6,0,604,8,56,0
629,Music,3,Short,2,0,984,9,57,0
629,Music,2,Long,3,0,687,10,58,0
629,Music,4,Long,2,1,1968,11,59,1
629,Music,5,Long,4,1,851,12,60,1
629,Music,3,Short,5,0,866,13,61,0
629,Music,6,Short,3,1,748,14,62,1
629,Music,1,Short,6,0,627,15,63,0
629,Music,5,Long,1,1,801,16,64,1
629,Music,4,Short,5,0,1126,17,65,0
629,Music,5,Short,4,1,533,18,66,1
629,Music,4,Long,5,0,1367,19,67,0
629,Music,6,Long,4,1,709,20,68,1
629,Music,2,Long,6,0,563,21,69,0
629,Music,2,Short,2,0,916,22,70,0
629,Music,3,Long,2,0,1167,23,71,0
629,Music,1,Long,3,0,624,24,72,0
630,Silence,4,Short,4,1,1076,1,1,1
630,Silence,6,Long,4,1,1294,2,2,1
630,Silence,1,Short,6,0,1012,3,3,0
630,Silence,2,Long,1,0,1140,4,4,0
630,Silence,3,Long,2,1,873,5,5,1
630,Silence,5,Long,3,1,904,6,6,1
630,Silence,5,Short,5,1,744,7,7,1
630,Silence,3,Short,5,0,989,8,8,0
630,Silence,2,Short,3,0,1017,9,9,0
630,Silence,4,Long,2,1,844,10,10,1
630,Silence,1,Long,4,0,1090,11,11,0
630,Silence,6,Short,1,1,702,12,12,1
630,Silence,6,Long,6,1,974,13,13,1
630,Silence,6,Short,6,1,1078,14,14,1
630,Silence,3,Long,6,0,1082,15,15,0
630,Silence,4,Short,3,1,912,16,16,1
630,Silence,4,Long,4,1,793,17,17,1
630,Silence,2,Short,4,0,729,18,18,0
630,Silence,3,Short,2,0,1794,19,19,0
630,Silence,5,Long,3,1,1184,20,20,1
630,Silence,1,Long,5,0,834,21,21,0
630,Silence,5,Short,1,1,699,22,22,1
630,Silence,2,Long,5,0,744,23,23,0
630,Silence,1,Short,2,0,683,24,24,0
630,Music,4,Short,4,1,883,1,25,1
630,Music,6,Long,4,1,770,2,26,1
630,Music,5,Short,6,1,657,3,27,1
630,Music,2,Long,5,0,723,4,28,0
630,Music,2,Short,2,0,723,5,29,0
630,Music,4,Long,2,1,646,6,30,1
630,Music,6,Short,4,1,695,7,31,1
630,Music,3,Short,6,0,623,8,32,0
630,Music,5,Long,3,1,690,9,33,1
630,Music,1,Short,5,0,760,10,34,0
630,Music,1,Long,1,0,598,11,35,0
630,Music,3,Long,1,1,723,12,36,1
630,Music,1,Short,3,0,529,13,37,0
630,Music,5,Short,1,1,665,14,38,1
630,Music,6,Long,5,1,654,15,39,1
630,Music,3,Short,6,0,722,16,40,0
630,Music,5,Long,3,1,765,17,41,1
630,Music,2,Long,5,0,625,18,42,0
630,Music,1,Long,2,0,728,19,43,0
630,Music,3,Long,1,0,1280,20,44,0
630,Music,4,Long,3,1,657,21,45,1
630,Music,2,Short,4,0,740,22,46,0
630,Music,4,Short,2,1,668,23,47,1
630,Music,6,Short,4,1,697,24,48,1
630,Noise,4,Short,4,1,499,1,49,1
630,Noise,3,Short,4,0,598,2,50,0
630,Noise,5,Long,3,1,400,3,51,1
630,Noise,6,Short,5,1,670,4,52,1
630,Noise,5,Short,6,1,464,5,53,1
630,Noise,2,Long,5,0,334,6,54,0
630,Noise,1,Long,2,0,719,7,55,0
630,Noise,1,Short,1,0,405,8,56,0
